CLIENT ID,CLIENT_SEGMENT,AVG CONSO,AVG BASKET SIZE,RECEIVED_COMMUNICATION
25003469,3,"31,67","126,67",0
25003602,3,"39,17","156,67",0
25003674,4,"26,67",40,0
25004132,3,"32,5",130,0
25004259,6,"162,25","389,4",0
25004385,5,"3,33",40,0
25004568,2,"158,33",475,0
25004580,4,"12,5",150,0
25004679,2,50,200,0
25004738,5,"6,67",80,0
25004755,2,"33,92","203,5",0
25004807,2,50,300,0
25005018,2,"95,83",230,0
25005072,5,"12,5",150,0
25005082,4,15,90,0
25005103,3,"52,5","157,5",0
25005198,4,"14,17","24,29",0
25005438,3,"37,5",150,0
25005500,4,"6,67",80,0
25005581,3,"52,08","156,25",0
25005662,4,"11,67",70,0
25005668,4,15,180,0
25005945,1,"88,33","176,67",0
25006075,4,"18,33",110,0
25006106,4,"16,67",100,0
25006118,5,"13,33",80,0
25006190,4,"6,67",40,0
25006213,4,"16,67","66,67",0
25006262,3,"55,42","221,67",0
25006284,2,"129,17",310,0
25006335,3,"37,5",225,0
25006393,4,"32,5","97,5",0
25006665,4,"14,17",85,0
25006813,3,"16,67",200,0
25007056,5,5,60,0
25007130,2,"96,42","231,4",0
25007192,4,"26,67",80,0
25007197,5,"6,67",80,0
25007365,1,"145,83","291,67",0
25007366,2,"68,33",164,0
25007651,6,"6,67",80,0
25007687,2,"58,33",140,0
25008105,4,25,100,0
25008197,5,"7,5",18,0
25008323,2,"79,17",190,0
25008480,1,"129,17","258,33",0
25008487,4,"5,83",70,0
25008771,1,100,200,0
25008817,1,"137,5",275,0
25008841,5,"4,17",50,0
25008907,2,100,240,0
25008913,2,"112,5","337,5",0
25008965,2,"133,33",320,0
25009193,1,60,90,0
25009256,2,"33,33",400,0
25009411,3,"20,83",125,0
25009646,4,"15,83","47,5",0
25009925,1,"154,17","231,25",0
25010329,2,"83,33",200,0
25010336,3,"34,17","102,5",0
25010393,5,"6,67",80,0
25010395,3,"33,33",400,0
25010404,1,"213,08","426,17",0
25010460,3,"46,67",140,0
25010517,3,"53,33",80,0
25010579,3,25,150,0
25010645,6,"158,33",475,0
25010680,4,"16,67",200,0
25010687,4,"8,33",100,0
25010758,3,50,200,0
25011002,4,"29,17","116,67",0
25011083,2,"58,33","233,33",0
25011225,4,"28,33","113,33",0
25011271,4,"10,42",125,0
25011347,3,"33,75",135,0
25011356,1,"62,5",125,0
25011536,3,"33,33",100,0
25011700,2,"104,75","251,4",0
25011755,2,"104,17","312,5",0
25011949,3,50,120,0
25012031,4,"17,5",70,0
25012149,1,"116,67",200,0
25012214,6,"12,5",150,0
25012353,1,"116,67",200,0
25012358,4,"6,67",80,0
25012667,3,"33,33",200,0
25012738,4,15,90,0
25012897,5,10,120,0
25012929,2,"33,33",200,0
25012981,4,"19,17","76,67",0
25013009,1,"217,25","200,54",0
25013059,2,"62,5",250,0
25013194,6,75,900,0
25013215,3,"37,5",225,0
25013297,3,"43,33","86,67",0
25013447,2,50,200,0
25013661,3,"29,75","178,5",0
25013723,5,"5,83",70,0
25013820,4,"8,33",50,0
25013918,2,"62,5",150,0
25013971,1,"116,67",200,0
25014070,5,10,24,0
25014249,4,"21,42",257,0
25014516,2,80,192,0
25014569,6,"12,5",150,0
25014607,3,"33,33","133,33",0
25014682,2,125,750,0
25014983,6,"8,33",100,0
25015014,1,"122,5","91,88",0
25015045,3,50,200,0
25015180,5,"7,5",45,0
25015268,5,"6,67",80,0
25015285,2,"87,5",210,0
25015352,5,"9,17",110,0
25015391,3,"56,67","113,33",0
25015717,6,10,120,0
25016216,4,"8,33",100,0
25016241,2,"83,33",200,0
25016384,1,"72,5","108,75",0
25016450,1,"99,58","199,17",0
25016521,2,"92,5","277,5",0
25016556,5,5,20,0
25016666,6,"41,67",125,0
25016808,6,"45,83",275,0
25017182,5,"7,5",90,0
25017232,2,"62,5","187,5",0
25017557,1,"48,33","82,86",0
25017587,5,"5,83",70,0
25017789,5,"12,5",150,0
25017848,2,"33,33",200,0
25018145,6,"45,83","137,5",0
25018235,4,"19,17",115,0
25018264,4,"30,83",185,0
25018286,5,"5,83",70,0
25018460,3,"12,5",150,0
25018729,2,"95,83","287,5",0
25019009,2,"58,33",350,0
25019028,2,"104,17",625,0
25019042,2,"196,67",472,0
25019062,2,"54,17","216,67",0
25019121,5,"2,5",30,0
25019181,5,"2,5",30,0
25019188,2,"62,5",150,0
25019222,3,"33,33","133,33",0
25019347,2,"117,25","351,75",0
25019503,3,"33,33",200,0
25019719,4,"12,5",50,0
25019924,4,"10,83",65,0
25019938,2,"33,33",200,0
25020362,4,"3,33",40,0
25020375,3,"54,58","163,75",0
25020643,4,"20,83",250,0
25020757,5,"8,33",100,0
25020965,1,"95,83","191,67",0
25021117,5,"2,5",30,0
25021148,3,"41,67",250,0
25021334,2,"75,58","453,5",0
25021563,5,"2,5",30,0
25021589,5,"9,17","36,67",0
25021626,5,"6,67",40,0
25021759,2,"58,33",175,0
25021869,3,25,150,0
25022042,3,"41,67",125,0
25022082,3,"37,5",225,0
25022190,2,"20,83",250,0
25022243,5,5,60,0
25022308,4,"16,67",200,0
25022367,6,100,400,0
25022390,3,"33,33",200,0
25022458,3,"46,67",280,0
25022688,4,15,90,0
25022736,4,"31,67",95,0
25022737,5,"4,17",50,0
25022925,3,"41,67",125,0
25022949,1,"143,33","90,53",0
25023016,4,25,100,0
25023032,3,"29,17",175,0
25023154,5,"14,17",85,0
25023458,2,"75,42","226,25",0
25023527,3,45,90,0
25023620,3,"20,83",125,0
25023673,5,5,60,0
25023892,2,"108,33",260,0
25023915,2,"84,17","252,5",0
25023948,2,"75,58","453,5",0
25023991,3,"29,17",175,0
25024153,4,"21,67",52,0
25024232,2,"66,67",200,0
25024440,4,"16,67",100,0
25024458,2,"87,5",210,0
25024692,4,"19,17",115,0
25024965,6,"195,83",470,0
25025023,5,"8,33",100,0
25025205,3,"33,33",400,0
25025241,4,"19,17",115,0
25025283,4,"22,5",135,0
25025335,6,"66,67",400,0
25025449,2,100,400,0
25025487,5,"4,17",25,0
25025692,2,"91,67","366,67",0
25025799,1,125,"136,36",0
25025918,3,50,100,0
25025932,4,"8,33",100,0
25026132,2,"104,17","312,5",0
25026186,4,"18,75","112,5",0
25026459,3,"38,33",46,0
25026579,3,"33,33","133,33",0
25026632,2,50,300,0
25026770,1,325,300,0
25026796,4,"8,33",100,0
25026929,4,"29,17",70,0
25026950,2,"41,67",250,0
25026964,4,"16,67",100,0
25027015,4,"21,42","128,5",0
25027033,4,"14,17",85,0
25027050,4,"28,33","113,33",0
25027141,1,"87,92","117,22",0
25027223,5,"6,67",80,0
25027258,5,"6,67",40,0
25027298,1,"106,83","142,44",0
25027408,5,"5,83",35,0
25027814,3,25,150,0
25027844,4,"23,33",140,0
25027938,4,25,150,0
25028121,5,10,120,0
25028180,6,"158,33",475,0
25028275,3,50,150,0
25028399,1,"116,67",200,0
25028593,6,"148,08","197,44",0
25028608,2,"66,67",200,0
25028689,1,150,"257,14",0
25028747,4,"16,67",200,0
25028809,6,"33,33",200,0
25029008,2,225,675,0
25029081,4,20,60,0
25029104,3,50,200,0
25029210,5,"9,17",110,0
25029358,2,"130,83",314,0
25029546,1,"102,5","76,88",0
25029772,2,50,600,0
25029828,3,"16,67",200,0
25030142,4,"16,67",200,0
25030169,3,"54,17",130,0
25030456,2,"72,5",174,0
25030479,1,"108,5","144,67",0
25030494,1,"81,42","162,83",0
25030609,3,"55,83","55,83",0
25030917,1,"122,5","91,88",0
25031016,5,"12,5",50,0
25031126,5,"8,33",100,0
25031134,4,"16,67",200,0
25031180,2,75,300,0
25031204,2,100,600,0
25031205,4,"15,83","63,33",0
25031238,5,"13,08",157,0
25031252,3,"16,67",200,0
25031422,1,90,180,0
25031561,4,"6,67",80,0
25031629,3,20,120,0
25031845,1,"183,33",200,0
25031891,3,"33,33",200,0
25031922,3,"41,67",500,0
25031988,5,"3,33",40,0
25032187,1,"200,58","200,58",0
25032209,4,"19,17","38,33",0
25032532,6,"7,5",45,0
25032866,4,"12,5",75,0
25032904,5,"3,33",40,0
25033013,2,"83,33",200,0
25033017,5,5,60,0
25033170,4,"16,67",100,0
25033173,5,5,60,0
25033204,2,"106,67",256,0
25033261,2,"91,67","366,67",0
25033405,4,"16,67","66,67",0
25033423,3,"73,33","97,78",0
25033460,5,"3,33",40,0
25033467,3,"20,83",250,0
25033502,4,"24,17","96,67",0
25033631,2,"54,58","218,33",0
25033870,4,"6,67",80,0
25033891,6,"20,83",125,0
25033945,5,"6,67",80,0
25033986,3,"34,17","136,67",0
25034074,1,"240,83","222,31",0
25034082,4,"25,83",62,0
25034090,1,"166,67",200,0
25034219,5,"7,5",45,0
25034261,4,"16,67",100,0
25034499,2,"62,5",150,0
25034598,2,"45,83",275,0
25034974,3,"12,5",150,0
25035265,3,"16,67",200,0
25035267,1,"158,33","271,43",0
25035274,4,"16,67",100,0
25035414,2,"144,17",346,0
25035528,3,40,96,0
25035532,6,"66,67",400,0
25035590,4,"2,5",30,0
25035762,1,"139,17","238,57",0
25035772,4,"4,17",50,0
25035869,3,"74,17",89,0
25035924,6,"33,33",200,0
25035956,5,5,60,0
25036066,4,"12,5",150,0
25036080,1,"105,42","126,5",0
25036374,3,"29,17",175,0
25036394,3,35,60,0
25036413,5,10,120,0
25036597,2,"62,92",151,0
25036630,1,"154,75","185,7",0
25036713,1,"150,42","200,56",0
25036748,2,50,300,0
25036867,5,"8,33",100,0
25037003,2,150,360,0
25037027,3,50,200,0
25037138,4,"9,17",55,0
25037140,4,"17,5",210,0
25037155,3,"33,33",200,0
25037212,1,60,120,0
25037262,3,"29,17",175,0
25037292,2,"66,67","266,67",0
25037489,5,"1,67",20,0
25037530,2,"83,33",200,0
25037652,2,"83,33",1000,0
25037689,2,"54,17","216,67",0
25037702,2,"46,67",280,0
25037975,4,"20,83",250,0
25038011,6,"65,42","261,67",0
25038034,4,"8,33",100,0
25038048,6,"8,33",100,0
25038200,6,75,225,0
25038207,4,"16,67",100,0
25038410,1,100,200,0
25038457,1,"116,67",200,0
25038531,5,"6,67",40,0
25038597,5,"2,5",30,0
25038814,4,"38,33","57,5",0
25038847,5,"13,33",80,0
25038893,2,"66,67",400,0
25038902,5,"8,33","33,33",0
25038909,3,"33,33",100,0
25038973,5,5,60,0
25039012,3,"16,67",200,0
25039088,4,"16,67","66,67",0
25039089,4,10,120,0
25039141,2,"70,83","283,33",0
25039238,5,"3,33",40,0
25039253,1,"175,58","210,7",0
25039375,3,"37,5",225,0
25039403,4,15,90,0
25039623,4,"26,67",80,0
25039627,4,"14,17",170,0
25039755,3,"27,5",165,0
25039786,4,"8,33",100,0
25039888,3,"42,08","252,5",0
25039901,3,40,96,0
25040047,2,"16,67",200,0
25040083,1,"113,67","136,4",0
25040303,6,"161,67","215,56",0
25040361,5,"1,67",20,0
25040383,2,150,450,0
25040408,2,"87,5",350,0
25040429,1,"64,17","128,33",0
25040669,5,"3,33",40,0
25040850,2,50,200,0
25040903,1,"212,5","283,33",0
25041191,2,"41,67",250,0
25041210,3,25,150,0
25041743,3,25,150,0
25041799,4,25,100,0
25041974,1,"187,5","93,75",0
25041985,2,"22,08",265,0
25041987,4,"25,83",62,0
25042214,1,"91,67",100,0
25042248,6,"6,67",80,0
25042332,4,"16,67",100,0
25042600,2,"70,83","212,5",0
25042912,1,"103,08","154,63",0
25042945,2,"58,33","233,33",0
25043017,2,"79,17",190,0
25043184,1,100,200,0
25043352,1,"72,5","124,29",0
25043482,5,"6,67",80,0
25044037,3,"23,08","138,5",0
25044450,2,"104,17","312,5",0
25044498,1,"91,67","183,33",0
25044643,1,"147,92","221,88",0
25045275,1,300,180,0
25045412,3,"16,67",200,0
25045418,2,"18,33",220,0
25045537,2,75,180,0
25045653,2,"96,25",231,0
25045662,2,"66,67",400,0
25045733,4,5,60,0
25045848,5,10,40,0
25045951,1,200,200,0
25045952,6,10,40,0
25046054,5,"11,67","46,67",0
25046106,5,"8,33",100,0
25046184,5,"8,33",100,0
25046194,5,"5,83",35,0
25046219,1,80,120,0
25046508,5,"9,17",110,0
25046531,4,"24,17","48,33",0
25046608,5,"4,17",50,0
25046676,3,"39,17","156,67",0
25046925,6,780,780,0
25047073,1,"227,5",455,0
25047113,5,"12,5",150,0
25047187,6,"783,92","723,62",0
25047256,1,"133,33",200,0
25047389,5,10,40,0
25047393,3,"20,83",250,0
25047413,1,"91,67","183,33",0
25047516,2,"66,67",200,0
25047585,4,"15,83","63,33",0
25047700,1,210,315,0
25047735,3,"41,67",250,0
25047829,3,"30,83","61,67",0
25047833,1,150,300,0
25048029,1,"127,5",170,0
25048098,2,"73,33",176,0
25048099,6,"4,17",50,0
25048148,2,"83,33",200,0
25048195,4,"5,83",35,0
25048239,1,"122,5",210,0
25048343,4,25,100,0
25048548,1,"91,67","122,22",0
25048744,1,"250,58","429,57",0
25049416,2,"83,33",200,0
25049489,1,100,200,0
25049522,4,25,300,0
25049688,4,"47,5",95,0
25049749,4,25,100,0
25050085,3,"33,33",200,0
25050097,4,"13,33",160,0
25050171,6,"37,5",225,0
25050219,3,"46,67","186,67",0
25050353,1,"93,33",140,0
25050382,6,"63,08","378,5",0
25050452,1,75,100,0
25050478,4,"12,5",150,0
25050563,3,"46,67",112,0
25050694,3,"33,33",200,0
25050701,2,"31,67",380,0
25050820,5,"3,33",40,0
25050873,2,"37,5",225,0
25050955,3,"41,67",250,0
25050959,4,"19,17",46,0
25051102,4,"20,83","62,5",0
25051470,2,"116,67",350,0
25051481,3,"29,17",175,0
25051497,3,"33,33",100,0
25051534,2,"58,33","233,33",0
25051894,1,"145,83",250,0
25051944,2,"83,33",200,0
25052040,2,75,225,0
25052063,3,25,150,0
25052152,3,"52,5","48,46",0
25052223,5,"4,17",50,0
25052271,3,"33,33",400,0
25053186,3,"38,33",115,0
25053604,5,"2,5",30,0
25053765,1,100,200,0
25054021,4,"16,67",100,0
25054046,2,"88,08","211,4",0
25054089,1,"242,25","223,62",0
25054242,2,"62,5","187,5",0
25054266,3,"41,67","166,67",0
25054576,4,"20,83","83,33",0
25054651,4,"8,33",100,0
25054695,3,"33,92","203,5",0
25054832,3,"16,67",200,0
25054993,6,"8,33",100,0
25055042,4,"30,83","46,25",0
25055244,1,"109,17","218,33",0
25055265,4,"13,33",80,0
25055329,1,140,120,0
25055336,3,"62,5","107,14",0
25055373,2,"75,42","301,67",0
25055393,2,"83,75","251,25",0
25055485,5,"4,17",50,0
25055529,4,25,150,0
25055771,4,"4,17",50,0
25055773,5,5,30,0
25055886,5,"14,17",85,0
25055933,1,"79,17",50,0
25056066,4,"7,5",90,0
25056089,2,"58,33",175,0
25056175,1,"180,83",217,0
25056247,5,"12,5",150,0
25056285,3,"33,33",100,0
25056528,6,50,300,0
25056703,4,5,60,0
25056987,4,"16,67",200,0
25057162,2,"62,5",375,0
25057541,1,"154,17","264,29",0
25057817,1,100,200,0
25057928,1,"158,33","271,43",0
25058052,5,"1,67",20,0
25058078,4,"15,83","47,5",0
25058178,4,"48,08","82,43",0
25058188,3,"33,92","203,5",0
25058417,3,50,120,0
25058679,4,"12,5",50,0
25058772,3,50,150,0
25058838,1,"129,17","258,33",0
25058916,2,"83,33",250,0
25059042,2,"67,25","161,4",0
25059090,1,"83,67","62,75",0
25059244,4,10,60,0
25059305,1,"108,75","186,43",0
25059312,4,"29,17","116,67",0
25059376,1,"77,5","77,5",0
25059484,5,"0,83",10,0
25059556,4,"17,5",105,0
25059927,1,"163,08","195,7",0
25060020,3,"41,67",250,0
25060172,3,"16,67",200,0
25060174,5,"5,83",70,0
25060196,5,10,60,0
25060256,4,"8,33",100,0
25060290,2,"85,58","205,4",0
25060292,2,"83,33","333,33",0
25060344,5,"8,33",100,0
25060346,4,"14,17",85,0
25060518,1,130,"111,43",0
25060619,3,"58,33","233,33",0
25060628,2,"62,5",250,0
25060787,5,"4,17",50,0
25060858,2,"78,08","234,25",0
25061004,1,"162,5","278,57",0
25061183,2,"91,67",220,0
25061217,5,"2,5",30,0
25061449,3,55,"73,33",0
25061729,2,"67,5",162,0
25061879,1,"81,67",140,0
25061888,4,"12,5",150,0
25062086,1,111,"121,09",0
25062119,5,"8,33",100,0
25062397,1,"77,5",155,0
25062550,4,"14,58",175,0
25062631,4,"16,67",200,0
25062683,1,160,"213,33",0
25062786,3,"55,83",134,0
25062797,2,"120,83","362,5",0
25062842,6,"80,83","242,5",0
25062946,3,"48,33",116,0
25063137,1,"115,17","153,56",0
25063343,2,"67,25",269,0
25063348,4,"20,83",125,0
25063494,3,"30,83",370,0
25063500,5,"6,67","26,67",0
25063675,6,"117,5","201,43",0
25063691,5,"3,33",40,0
25063835,4,"1,67",20,0
25064083,3,"33,75","202,5",0
25064127,3,"72,5","108,75",0
25064155,6,"16,67",200,0
25064189,4,"9,17",110,0
25064234,3,"40,83",98,0
25064255,2,"133,33",320,0
25064257,4,"17,5",105,0
25064306,4,25,50,0
25064378,4,"25,83","51,67",0
25064540,6,150,900,0
25064762,3,"33,33",100,0
25064792,5,"3,33",40,0
25064795,4,"12,5",150,0
25064805,6,"133,33",400,0
25064836,4,25,100,0
25064861,4,15,90,0
25064887,4,"13,75",165,0
25064911,2,50,200,0
25065426,2,"158,33",475,0
25065434,6,"12,5",150,0
25065632,5,5,60,0
25065659,1,250,500,0
25065730,1,125,"214,29",0
25065764,4,"20,83",250,0
25065796,3,"151,67","75,83",0
25065847,4,"30,83","52,86",0
25065925,4,"32,08","96,25",0
25065939,1,"59,17","101,43",0
25065994,4,15,36,0
25065998,1,70,"76,36",0
25066059,5,"3,33",40,0
25066191,3,50,200,0
25066289,4,15,90,0
25066320,2,"83,33",500,0
25066332,5,"8,33",50,0
25066388,4,"13,33",80,0
25066640,4,"5,83",70,0
25066707,2,"37,5",225,0
25067182,4,"8,33",100,0
25067185,6,400,1200,0
25067258,3,"33,33",400,0
25067459,1,"166,67","222,22",0
25067602,6,50,300,0
25067645,1,"78,33","78,33",0
25067795,2,"62,92",151,0
25067879,5,"8,33",100,0
25067891,4,"21,67",65,0
25068098,5,"1,67",20,0
25068160,1,"75,83","151,67",0
25068561,1,"66,67","133,33",0
25068592,4,"20,83",125,0
25068724,5,10,30,0
25068769,2,"66,67",200,0
25068862,4,"31,67","126,67",0
25068897,4,"16,67",100,0
25069007,5,"6,67",40,0
25069103,1,"163,08","217,44",0
25069183,3,"41,67",100,0
25069325,4,"13,33",80,0
25069327,3,"50,83","87,14",0
25069348,2,"54,17",325,0
25069544,3,"41,67",250,0
25069549,2,"20,83",250,0
25069690,2,"129,58",311,0
25069766,4,"12,5",150,0
25069876,1,"204,17","222,73",0
25070007,5,"1,67",20,0
25070029,4,"27,92","83,75",0
25070113,3,"41,67",250,0
25070253,6,"116,67","466,67",0
25070645,1,"133,33",200,0
25070720,4,"8,33",100,0
25070816,3,"29,17",175,0
25071139,4,"16,67",100,0
25071164,3,"41,67","166,67",0
25071282,4,"29,17","116,67",0
25071520,4,10,120,0
25071706,1,"95,42","143,13",0
25071817,1,"75,42","113,13",0
25072518,3,25,300,0
25072574,4,"12,5",75,0
25072623,4,25,75,0
25072791,4,"16,67",200,0
25072990,2,"166,67",500,0
25073021,4,"16,67",100,0
25073245,4,25,150,0
25073260,2,50,300,0
25073263,5,"4,17",25,0
25073802,3,"20,83",125,0
25073811,1,"163,08","244,63",0
25073842,4,"25,58","153,5",0
25073852,1,"108,75","186,43",0
25073857,4,"16,67",200,0
25073936,2,"33,33",400,0
25074004,3,"33,33",200,0
25074031,3,50,200,0
25074114,6,"16,67",200,0
25074185,1,150,200,0
25074268,1,95,190,0
25074269,3,"34,17","102,5",0
25074409,2,"104,17","312,5",0
25074506,6,"54,17","216,67",0
25074542,1,"131,83",113,0
25074553,4,"12,5",150,0
25074728,2,"67,25","201,75",0
25075118,2,"221,42","531,4",0
25075179,4,"4,17",50,0
25075212,1,"179,5","179,5",0
25075368,1,"173,33","49,52",0
25075441,4,20,120,0
25075460,4,"9,17",110,0
25075623,3,"35,83","107,5",0
25075631,5,"6,67",40,0
25075698,1,100,200,0
25075735,4,"20,83",125,0
25075789,3,"51,17","122,8",0
25075798,3,"38,33",92,0
25075979,1,"77,92","155,83",0
25076198,1,"85,83","93,64",0
25076244,4,20,120,0
25076314,4,"27,5",55,0
25076320,2,"41,67",500,0
25076377,2,"33,33",200,0
25076610,4,"3,33",20,0
25076891,6,"59,33",356,0
25077002,3,"30,83","123,33",0
25077352,3,50,40,0
25077913,4,"7,5",90,0
25078032,2,"87,5",210,0
25078097,2,"92,25",369,0
25078146,4,"10,83",130,0
25078399,1,"133,33",200,0
25078469,1,"79,17","158,33",0
25078491,4,"26,67","53,33",0
25078510,3,"52,92","158,75",0
25078556,6,"33,33",200,0
25078592,1,"108,92","186,71",0
25078605,4,"17,08",205,0
25078667,2,"67,25","201,75",0
25078822,4,"20,83",125,0
25078832,4,"20,83",125,0
25078847,6,"233,92","255,18",0
25078938,1,"233,33",200,0
25078974,3,"33,33","133,33",0
25079154,1,"100,58","201,17",0
25079252,5,"4,17",50,0
25079357,1,195,156,0
25079406,2,"166,67",400,0
25079421,3,"16,67",200,0
25079555,1,175,"233,33",0
25079586,4,"24,17","36,25",0
25079587,1,"166,67",100,0
25079590,2,"116,67",700,0
25079837,4,"26,67",80,0
25080187,5,5,60,0
25080222,2,"59,17",142,0
25080304,3,"34,17","102,5",0
25080561,3,"50,42","201,67",0
25080589,1,"100,42","200,83",0
25080593,1,"166,67",200,0
25080887,3,"38,33",115,0
25081219,3,"39,17",94,0
25081359,3,"39,75",159,0
25081531,5,"2,5",30,0
25081632,4,"41,67","71,43",0
25081750,4,"29,17",50,0
25081768,6,"54,17",130,0
25081996,1,"180,33","166,46",0
25082011,1,"87,5",175,0
25082049,5,"8,33",100,0
25082119,1,"173,92","115,94",0
25082153,3,"33,33",200,0
25082487,4,"13,08",157,0
25082579,3,50,100,0
25082644,1,"104,17","156,25",0
25082747,4,"14,17",170,0
25082760,4,"8,33",100,0
25082990,2,"87,5","262,5",0
25083004,2,"50,58","202,33",0
25083118,1,"125,58","150,7",0
25083120,5,"1,67",20,0
25083229,3,"16,67",200,0
25083272,2,"108,33",325,0
25083303,4,"12,5",150,0
25083645,4,"8,33",100,0
25083756,5,"8,33",100,0
25083982,2,"99,17","396,67",0
25084050,2,"87,5",350,0
25084105,6,"41,67","166,67",0
25084371,4,"32,5",78,0
25084418,4,"4,17",50,0
25084449,1,"116,67",200,0
25084498,5,"11,67",28,0
25084689,3,"33,33",200,0
25084750,1,"87,5",150,0
25084905,5,"4,17","16,67",0
25084958,3,"57,5","76,67",0
25085008,1,"108,33","185,71",0
25085015,3,"43,33","173,33",0
25085179,2,125,300,0
25085203,1,"108,33","185,71",0
25085254,3,"38,33",230,0
25085299,2,25,300,0
25085378,4,"13,33",80,0
25085832,6,"66,67",200,0
25085895,3,"39,17",94,0
25086223,2,"73,33",176,0
25086276,1,"300,58","601,17",0
25086443,3,"34,17","102,5",0
25086555,4,"12,5",150,0
25086737,2,"116,67",350,0
25086938,3,25,300,0
25087089,3,"46,67",112,0
25087130,5,"4,17",50,0
25087220,4,"16,67",200,0
25087230,2,75,300,0
25087320,4,"25,83",62,0
25087333,2,"51,67",310,0
25087470,2,"79,17",190,0
25087484,5,"4,17",50,0
25087676,4,25,300,0
25087691,2,"58,33","233,33",0
25087720,6,"58,33",175,0
25087994,5,"8,33",100,0
25088145,4,"6,67",80,0
25088193,4,"16,67",200,0
25088234,5,"13,33",80,0
25088336,3,"29,17",175,0
25088374,4,15,45,0
25088385,6,"63,08","151,4",0
25088608,2,"73,08","175,4",0
25088625,6,"44,17","88,33",0
25088696,6,"233,33",400,0
25088776,2,100,600,0
25088817,4,"17,5","52,5",0
25089148,4,"16,67",200,0
25089167,4,15,90,0
25089334,4,"11,67",70,0
25089736,1,70,105,0
25089757,2,"70,83","212,5",0
25089766,2,"79,58",191,0
25089811,5,"8,33",100,0
25089813,1,"132,5","227,14",0
25089891,3,"16,67",200,0
25089913,4,25,100,0
25090009,2,"91,67",220,0
25090030,2,"83,33",200,0
25090084,4,20,120,0
25090160,4,"17,08",205,0
25090387,6,"161,67","323,33",0
25090549,4,"4,17",50,0
25090623,4,"21,67","86,67",0
25090673,2,70,280,0
25090703,2,100,240,0
25090838,3,"33,33",400,0
25090859,4,25,150,0
25090950,1,"108,08","162,13",0
25091021,1,"104,75","125,7",0
25091106,5,"4,17",50,0
25091394,6,"13,33",40,0
25091443,3,"52,5","157,5",0
25091478,3,"40,83","44,55",0
25091708,6,"66,67","266,67",0
25091755,5,"3,33",40,0
25091777,6,"16,67",200,0
25091835,2,"66,67",400,0
25091837,2,"69,17",166,0
25091911,4,"8,33",100,0
25091987,1,"163,08","244,63",0
25092044,4,"29,17","116,67",0
25092157,4,10,120,0
25092197,1,"166,67",250,0
25092254,6,150,450,0
25092264,2,"83,33",200,0
25092315,1,"93,67","160,57",0
25092354,3,"33,33",200,0
25092413,2,"88,33",265,0
25092432,3,"49,17","98,33",0
25092439,4,"20,83",125,0
25092535,5,"12,5",30,0
25092677,4,20,48,0
25092688,1,"117,25",201,0
25092809,4,"24,17","96,67",0
25092826,3,25,300,0
25092890,2,"71,25","213,75",0
25093099,1,"114,17","195,71",0
25093170,3,"35,83","143,33",0
25093174,4,"8,33",100,0
25093237,1,"136,67","273,33",0
25093243,3,"33,33",100,0
25093466,3,"75,83","82,73",0
25093615,4,15,30,0
25093735,1,150,200,0
25093871,6,25,100,0
25094188,4,"7,5",45,0
25094200,1,"153,92","167,91",0
25094316,4,"13,33",160,0
25094323,1,"116,67",200,0
25094442,3,"37,5",225,0
25094495,5,"5,83",70,0
25094639,5,"7,5",45,0
25094674,4,"19,17","57,5",0
25095014,3,"45,83","27,5",0
25095114,6,"13,33",160,0
25095262,4,"16,67",200,0
25095412,6,"35,83","71,67",0
25095630,3,"38,5",154,0
25095726,2,75,225,0
25095840,5,"14,17","42,5",0
25095884,2,100,400,0
25095926,3,"37,5",90,0
25096116,4,25,100,0
25096134,3,"49,17",118,0
25096386,2,"83,92","201,4",0
25096489,2,"66,67",200,0
25096505,4,30,90,0
25096893,1,"143,33",172,0
25096971,3,"29,17",175,0
25097192,2,"37,92","227,5",0
25097211,5,"2,5",30,0
25097217,2,"70,83",425,0
25097275,2,"66,67",200,0
25097396,4,"16,67",200,0
25097557,5,"8,33",100,0
25097624,2,"83,33",250,0
25097640,2,"63,08","252,33",0
25097651,1,"108,33","144,44",0
25097834,4,"20,83","83,33",0
25097964,4,"20,83","83,33",0
25097984,3,"51,67","88,57",0
25098395,3,"44,17","132,5",0
25098606,4,"12,5",150,0
25098725,2,"66,67",200,0
25098757,4,"19,17",115,0
25098938,5,"8,33",100,0
25098987,1,"145,83","291,67",0
25099086,2,"66,67",160,0
25099109,6,"208,33","312,5",0
25099130,4,"16,67",100,0
25099148,2,"104,75","251,4",0
25099161,1,100,200,0
25099214,2,200,600,0
25099407,4,"8,33",100,0
25099580,5,"3,33",40,0
25099652,1,"69,17","138,33",0
25099699,4,15,180,0
25099736,1,"77,5","103,33",0
25099739,4,"20,83",125,0
25099741,5,"12,5",50,0
25099752,5,"4,17",50,0
25099764,4,"13,33",80,0
25099767,5,5,60,0
25099789,1,"85,58","146,71",0
25099849,2,"141,67",425,0
25100022,4,"16,67",200,0
25100223,4,"17,25",207,0
25100233,4,15,90,0
25100277,2,50,300,0
25100348,1,130,"111,43",0
25100450,3,"55,83",134,0
25100737,4,"29,17","116,67",0
25100828,2,"16,67",200,0
25100952,1,"91,67","122,22",0
25101344,2,"66,67","266,67",0
25101348,1,"145,83","291,67",0
25101425,4,"20,83","83,33",0
25101580,5,"7,5",90,0
25101784,4,"27,5",110,0
